"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","symbol","ADZ83-1.1","ADZ83-2.1","ADZ83-3.1","ADZ74-1.1","ADZ74-2.1","ADZ74-3.1"
"WBGene00197796",0.3537366,0.1335028,0.3084276,0.4631437,0.6432614,NA,"NotSig","B0001.11",2.12242,0,0,0,0,0
"WBGene00008967",0.6200532,-0.2449749,0.3143979,-0.7253943,0.4682102,NA,"NotSig","F20B10.3",0,0,0,3.720319,0,0
"WBGene00008966",0.5676728,0.007904005,0.3315594,0.02191162,0.9825185,NA,"NotSig","F20B10.2",0,1.859361,0,0,0,1.546676
"WBGene00200605",0.3098935,0.1335028,0.3084276,0.4201782,0.6743553,NA,"NotSig","F35G2.16",0,1.859361,0,0,0,0
"WBGene00198709",0.902179,0.3962576,0.3886729,1.055959,0.2909868,NA,"NotSig","F35G2.14",2.12242,0,3.290654,0,0,0
"WBGene00201133",1.77807,-0.01921298,0.4979873,-0.03960762,0.968406,NA,"NotSig","F35G2.19",3.18363,1.859361,0,0.9300798,4.69535,0
"WBGene00196559",0.1550133,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","F35G2.11",0,0,0,0.9300798,0,0
"WBGene00195399",0.2920574,0.1335028,0.3084276,0.4009956,0.6884233,NA,"NotSig","F35G2.7",0,0.9296806,0.8226635,0,0,0
"WBGene00170609",0.1768683,0.06080571,0.3084276,0.1971434,0.8437153,NA,"NotSig","21ur-8543",1.06121,0,0,0,0,0
"WBGene00196985",1.267508,-0.5155035,0.4779746,-1.168739,0.2425087,NA,"NotSig","F35G2.12",0,0.9296806,0,2.790239,1.565117,2.320013
"WBGene00171419",0.2577793,-0.1572855,0.3084276,-0.4368351,0.6622309,NA,"NotSig","21ur-10699",0,0,0,0,0,1.546676
"WBGene00012707",1.168496,-0.02639908,0.4106324,-0.06349611,0.9493715,NA,"NotSig","sre-16",0,0,3.290654,3.720319,0,0
"WBGene00012709",0.5842478,-0.02405392,0.3368191,-0.06570737,0.9476108,NA,"NotSig","sre-15",0,0,1.645327,1.86016,0,0
"WBGene00016580",1.700894,-0.1560795,0.5013296,-0.3151189,0.7526714,NA,"NotSig","ppm-1.H",2.12242,1.859361,0,0,3.130233,3.093351
